,Review,Rank
0,2008년 영화인 이 영화가 최신 포켓몬 극장판 보다 훨씬 좋은 스토리 라인이 있어서 10기 11기 12기 이렇게 황금기로 불렸었고 최신 극장판들이 이 시절 스토리 못 따라가고 재미 없어지고 억지 감동 만들어 낸다고...,10
1,포켓몬스터가 인기가 높아지니까 예전 영화가 다시 개봉해서 볼 수 있고 참 좋았습니다. 기라니타에 대해 딸에게 설명해줄 수 있어서 무척 행복했네요. 스토리가 조금 어려운감이 있지만 충분히 즐길 수 있습니다. ,9
2,무려 14년 전 영환데도 스토리텔링이 요즘 얼라애기같은 포켓몬보다 정상인걸 보고 놀랐다. ,10
3,꿀잼 꿀잼 진짜 재밌다 강력 추천 ,10
4,"이게 포켓몬이지 ㄹㅇ ,,, ",7
5,포켓몬스터 극장판 귀엽꼬요 ,10
6,이거는 진짜 영화 엔딩도 끝까지 봐야합니다..  엔딩곡이 마치 지우 일행과 쉐이미와의 관계를 보여주는 것 같아 감동 그 자체... 나오는 쿠키영상도 굳임. ,10
7,기라티나 너무 멋있고 최고였지ㅋㅋㅋㅋ 옛날 생각나네ㅎㅎㅎ ,10
8,아들과 너무 즐겁게 봤어요. 끝나고 받은 한정판 포켓몬 카드도 굿! ,10
9,옛날에 TV에서 방영할때본거와 극장가서 보는 게 차이가 많이 느껴졌습니다 전설의 포켓몬 기라티나의 포스 환상의 포켓몬 쉐이미의 시련 그리고 지우와 빛나 웅의 모험까지 뭐하나 놓친게 없는 DP 최고의 극장판이라 봅니다...,10
10,어렸을때보던 극장판 영화관 화면으로 다시보니까 추억돋음... 특히 tv에서는 안보이던 디테일도 보인다는 점이 좋았다 ,10
11,물들어올때 노젓는건가 포켓몬카드 때문에 사람이 많긴 하더라구요 아무튼 저학년 초딩 둘은 재밌게 봤다하니 다행이네요 ,8
12,베스트위시 영화다시재상영해주세요  썬문극장판도만듷어주세요너무재밌어요 ,10
13,재밌게 봤습니다 ,10
14,그것이 추억인가요? ㅋㅋㄱ.. ,7
15,포켓몬스터 xy도 재개봉 해주세요!!개굴닌자 보고 싶어요!! ,10
16,아이가 너무 좋아했고 행복해했어요! 이번엔 OST도 넘 좋다고 하네요!! ,10
17,너무 재밌어요~ 다들 꼭 한번 보세요^^후회는 없을듯! 아이들이 너무 좋아하네요. ,10
