,Review,Rank
0,하… 기가 막힌다 진짜… 무서운 점은 내가 저 상황이라고 해도 다를 게 있을까? 사이다 결말은 아니었지만 여운이 길게 남았다… ,10
1,현실은 몇배는 더 잔인하다. ,10
2,대한민국 연기 잘하는 배우 그냥 싹끌어모아서 그런지 연기 진짜 개소름.. 꼭 봐야할 ㄹㅈㄷ ,10
3,나는 다를 수 있을까... ,10
4,이땅의 부모들이라면 꼭 봐야할 필람영화. 아이들을 괴물로 만든 건 그부모들. 돈과 권력이 있으면 그렇게 되나? 가해 학생들 부모의 추악하고 부끄러운 민낯 ,8
5,진짜 영화다운영화 간만에 본다 이건 부모님들도 애들도 꼭봤음 좋겠다 와 ,10
6,밴틀리 vs 제네시스   승자는? ,9
7,현실적으로 잘 만든 영화.선과 악의 대립적 구조보다는 사람이 얼마나 추악해질 수 있는지에 초점을 두었음. 우리 사회의 균열을 느끼게 합니다. ,8
8,설경구 연기는 깔 수가 없음 ,10
9,"현실감에 화나고, 연기력에 더 화남! 강추영화!! ",10
10,시사회로 봤지만 개봉하기도 했고 오천원이라 한번 더 보았음 배우들 연기가 넘 좋고 김지훈 감독 매번 7광구때문에 놀림받던데 이 영화에서 꽤 잘했다고 생각한다고민이 보이는 한컷한컷이 좋음 ,9
11,학교폭력의 대해 심각하게 고민하고 생각해야한다.. 또한 학교폭력을 피해자인 내가 보니 참으로 괴로웠다... 보기너무 힘들었고 당사자가 아닌 다른 사람들은 모르는 괴로움이 느껴 씁쓸했다 ,8
12,"하...가슴이 답답하고 먹먹하고 짜증난다.옆 자리 부부는 오열하고 울던데..혹시나 같은 피해를 입은 부모가 아닐까 맘이 짠했네요.정말 추잡함의 끝을 보여주는 영화네요.연기를 진짜 잘하네요.이 영화는 재밌다,재미없다로...",8
13,그 부모의 그 아이라더니 어른이 악마처럼 행동하니 아이도 악마처럼 행동하는거다 ,10
14,팽팽해야 할 법정 이야기가 너무 허술했다... ,7
15,가해자 입장에서 피해자 입장으로 바뀌는 설경구 캐릭터가 흥미롭네요 ,7
16,가해자와 피해자가 모호한 그래서 흔히 기대하는 사이다보다 씁쓸함 답답함을 주었던 영화 비록 완전한 권선징악의 끝맺음은 아니었지만 적어도 면죄부를 주는 결말이 아니라는 것은 괜찮았다 ,8
17,소재를 감당하지 못하는 연출 ,4
18,전개가 끔찍하게도 현실적인 느낌으로 다가와서 속터지고 찝찝함이 남는데 마지막 타이틀 캘리그래피는 좀 깨네요... ,8
19,탄탄한 스토리에 배우들 연기까지 곁들여지니 더 분노가…!  모두.. 꼭 봐야하는 영화네요. ,10
20,가해자 부모가 봐야할 영화. 극적인 감동이 없어서 여러모로 많은 생각이 든다. 대한민국이 가진 학교폭력의 특성을 너무 잘 반영해서 PTSD가 올 수 있다. 주의하고 봐야할듯 ,10
21,설경구 배우님의 연기력에 감탄합니다. ,8
22,올바른 부모에 대해 생각하게 만드는 영호ㅓ ,7
23,오랜만에 나온 영화다운 영화! 정말 많은 생각이 듭니다 적극추천합니다 ,10
24,배우들의 연기가 좋았고 학생들의 괴롭힘 장면은 사실적일테지만 보기 좀 힘들었네요. ,7
25,"나의 가족이 가해자라면, 우리가 생각하던 정의를 실현할 수 있을까. '니 부모 얼굴이 보고싶다'가 되묻는 날카로운 한 방인 셈이다. 새로운 시각으로 사건을 파헤치는 연출 방식은 흥미롭지만, 이야기는 충...",10
26,설경구 문소리 배우의 연기는 정말...말이 필요없다 근데 영화 후반부 개연성이 좀 심각.. ,7
27,나이가 들수록 가해자에 대한 분노보다 피해자의 아픔이 더 가슴에 박힌다 ,7
28,학폭영화는 언제 보아도 무섭다... 반전있는 결말이지만 씁쓸하다... 연기는 모두 너무 잘함 ,8
